textID,text,selected_text,sentiment
5552d4fffb, oh how the ladies will suffer now  LOL,oh how the ladies will suffer now  LOL,neutral
14d71b9665,'Never give up on something you can`t go a day without thinking about.' I like that quote.,I like that quote.,positive
545a09f784, Yes I think it`s safe to say she is at the same popularity level today as always.,Yes I think it`s safe to say she is at the same popularity level today as always.,positive
e82799ecf7," Been there done that with the laundry!  you know it sucks, but it is so nice to of them to do it...just say thanks.","Been there done that with the laundry!  you know it sucks, but it is so nice to of them to do it...just say thanks.",neutral
2864d46c13,Happy mothers dayyy all mothers especially mine,Happy mothers dayyy,positive
49cd042b83,Iï¿½m really desappointed...,really desappointed..,negative
955f1f1144,i loooooove bank holidays,i loooooove,positive
3bee0fb22e, pic as promised  http://twitpic.com/4wqy4,pic as promised,neutral
7fa1a410db, - Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won`t be at Cliquot Club though; they closed,- Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won`t be at Cliquot Club though; they closed,neutral
24d0241a1e,Watching videos on youtube with the bf.  Thinking about going to bed soon.,Watching videos on youtube with the bf.  Thinking about going to bed soon.,neutral
f231b83aca, if i had a car,if i had a car,neutral
ad909cfc04,dont put behind the wheel lmfao today was fun,fun,positive
bd085c659b,   G`night!,G`night,neutral
d45ebf1828,Out for an evening on the town with jeremy. Sad Carrie can`t come,Sad Carrie can`t come,negative
3362948b75,  why canceled your performance on Letterman? i`m So sad because it is less an option for you.,o sad,negative
e0d6ad07fc,"Im regretting the alcohol I consumed last night, MY HEAD",regretting,negative
05b80fc507,just got a wii,just got a wii,neutral
7ee04efd76,left the inn  now im at school. dang its straight up dead here!! [<3Hannah],dead,negative
959cf83062,seen mi abueltia at the hospital... she`s doing good!,she`s doing good!,positive
e4b5a34697,  aww-that`s my last one. Roo-Oop,aww-that`s my last one. Roo-Oop,neutral
699ccfe91f,trying to finish my ****-ignment.please god help me to finish it,****-i,negative
36265d722a, No plans tonight? .............,No plans tonight?,neutral
3f818cc647,"Dear God please let me wake up before 11:45 AM tomorrow lol Got plans  Tonight was lets pick on Hero night. grow up, get a job, etc. lolz",lol Go,positive
25e1b56bb2,"At the doctor`s office, waiting for Dr. Sufka to see me. Tired of being sick  hope everyone else is having better Friday than me.",sick,negative
fc32a579fa,"_carter Gotta make the video public, dear. LOL ...can`t see it.","_carter Gotta make the video public, dear. LOL ...can`t see it.",neutral
3c9575fac1, ur there when I`m not  lol,ur there when I`m not  lol,neutral
3d35abc1b3,i hate the biatches of this world,hate,negative
058eba7f7e,http://twitpic.com/4jcjj - Boagsie actually is still this small lol - him at 4 years old,http://twitpic.com/4jcjj - Boagsie actually is still this small lol - him at 4 years old,neutral
fad6bcce7a,looks like yet another beautiful day in London,beautiful day,positive
0766c46c10,Drew`s new songs make me cry.  I miss Thomas already!,Drew`s new songs make me cry.  I miss Thomas already!,negative
37da7f15ca,****... It`s 2am and I`m wide awake,****..,negative
81e709f406, just pre-ordered your new album `Off The Deep End`. Been listening to `Permanent Heart` on repeat since.,just pre-ordered your new album `Off The Deep End`. Been listening to `Permanent Heart` on repeat since.,neutral
95ce0e14ce, - i sure hope so  it was worth it for me too  loveu.,- i sure hope so  it was worth it for me too  loveu.,positive
e75c46aa82,"Instead of telling God how big my problems are, I like telling my problems how big God is!  http://bit.ly/5ofzj","Instead of telling God how big my problems are, I like telling my problems how big God is!",neutral
caebf5ece6,I want to party down!,I want to party down!,neutral
78622d91a3," Hahahaha! I didn`t know it said that, sheeeeittt! I don`t get why I can`t have a picture... bwaaaahhh",I don`t get why,negative
39ed8eb08a,"....ok, sOooooooooo I DID that!! i`ve got u in the palm of my hand","....ok, sOooooooooo I DID that!! i`ve got u in the palm of my hand",neutral
25586c623d, beer from japan.  google it,beer from japan.  google it,neutral
158505d1a0,"Calling all mothers, calling all mothers...get your butts to bed - the kids`ll be here tomorrow","Calling all mothers, calling all mothers...get your butts to bed - the kids`ll be here tomorrow",neutral
5bb92f07ba, nope  don`t think I will. Thnx for asking lol I will be fine,. Thnx for asking lol I will be fine,positive
6ecf903cd8, thanku  cooking is simple but the law is- u hve to have fun while u make it,thanku  cooking is simple but the law is- u hve to have fun while u make it,positive
f314c3640b,Another night of not sleeping,Another night of not sleeping,neutral
358258ce52,Walls of Jericho please come to WORCESTER asap! Candace pleeaassee! Why did Flee the Seen call it quits? whyyy?,Walls of Jericho please come to WORCESTER asap! Candace pleeaassee! Why did Flee the Seen call it quits? whyyy?,neutral
d9c047c4de,"Happy Mother`s Day, Moms!!! You are wonderful!! Have a great day","Happy Mother`s Day, Moms!!! You are wonderful!! Have a great day",positive
c245cc91cb, AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,negative
e39f5de674,"ohi i would marry Travis Pastrana in a second... hes not that attractive, hes just the sweetest thing  and what he does is attractive ;)ha","ohi i would marry Travis Pastrana in a second... hes not that attractive, hes just the sweetest thing  and what he does is attractive ;)ha",neutral
d552770b7b,Wish I was in Chicago.,Wish I was in Chicago.,positive
04ab112629, Yum...wish we could be there today. I have a cold and don`t want to infect others...so we will miss our Friday session.,Yum...wish we could be there today. I have a cold and don`t want to infect others...so we will miss our Friday session.,neutral
0130d44e14,"Heading of to the theatre! Having a show tonight, I`m so exited!",I`m so exited!,positive
42265e33ee,Good morning World! Happy Star Wars Day! May the 4th be with you!,Good,positive
fc9b461812," Good plan, Peg --plus I like the sound of 'Money Monday'","Good plan,",positive
f9da489452, I also believe in some things are meant to happen.,I also believe in some things are meant to happen.,neutral
6feda37577,just got home  but about to leave again,just got home  but about to leave again,neutral
bf576a9556, Ouch. Better get used to it. I think 22 to 25 are prime marriage years.,Ouch.,negative
f8a81a3662,iProcrastinate: This is by far my #1 character flaw. Gotta session at 11 and I don`t want to emerge from my covers.,This is by far my #1 character flaw. Gotta session at 11 and I don`t want to emerge from my covers.,neutral
4d7b7228b4, hahaha that made me laugh,laugh,positive
740ed2a932," there are three broody ones atm, I have a china eggs under them to keep them happy ish",happy,positive
9dd5375c80,my music http://www.myspace.com/janedurkin,my music http://www.myspace.com/janedurkin,neutral
7acea31723,http://twitpic.com/4qfl3 - haha^^ I love it,love,positive
59127ec9db," forgot to answer your kindle question yesterday. honestly, haven`t used it much. have two paperback books i want 2 read first.",forgot,negative
ff18e21987, I`ll try..blah! Thanks  what are u up to today?,I`ll try..blah! Thanks  what are u up to today?,neutral
04e23ea0d7,is watching D.O.A,is watching D.O.A,neutral
2abfdd61fe,(sigh) guess we`re not gonna meet up today.,sigh),negative
5975106da4,"Baq to sleep i go  no the headach starts , if its not 1 its da other",headach,negative
2b4223134d,"  #wci hashtag simply isn`t dying out anytime soon, is it.",t dying out anytime soon,negative
f0c5be2158,I dont want to be ugly anymore,I dont want to be ugly,negative
4591bce14e, think you should catch up on your sleep befor you go back to uni haha  goodnight<3,haha  goodnight,positive
07be3be42a,Im glad i can make sumone smile,Im glad i can make sumone smile,positive
2831a7717b,"Today isn`t going the way I planned.  Early lunchbreak & I may not be back til Mon. Weekend gonna be fun with friends, tho.",fun,positive
52a34843de,"Zeb has napped for 6 hours already today, and is asleep again... he must be growing fast",he must be growing fast,positive
33db8973d5,I need a bigger mp3 player... even if it pains me to say it,pains,negative
12d175005c,SNL after party,SNL after party,neutral
8cc91d8ae7, not sure i can make it,not sure i can make it,neutral
83388c9647, I`m afraid your comments on MP`s expenses were hopelessly out of touch with the average person average salary. V.insensitive,I`m afraid your comments on MP`s expenses were hopelessly out of touch with the average person average salary. V.insensitive,negative
4d4a420358,? MADAYA KA CHRISTIAN. BLEH!!! I HATE U  http://plurk.com/p/wy2yg,HATE,negative
fae991f007,ooo how i love a bank holiday  x,ooo how i love a bank holiday  x,positive
3f22a6213f,**** night. want john  where is he?,**** night.,negative
992acf90e5,This is dedicated to all those moms out there - Happy Mother`s Day  ? http://blip.fm/~5z2g9,Happy Mother`s Day,positive
ca66c3653e,Bout 2 Miss Mah Lakers Play 2day...  This Orange Box Is **** Up The Rotation!.. Mah Real LA Fam.. Keep Me Posted!.. I LOVE HATERS 2!!,Bout 2 Miss Mah Lakers Play 2day...  This Orange Box Is **** Up The Rotation!.. Mah Real LA Fam.. Keep Me Posted!.. I LOVE HATERS 2!!,neutral
15c9e14862,"the play`s over, it was really good",good,positive
08005e1d8a,OUCH!!!!!!!!!!!!!!!.........that really hurt!!!,that really hurt!!!,negative
79f222fd55, at work!! Agh I really need to go with you  what days do you go so that I can add it to my schedule!,I really need to go with you,positive
49d805b2bf,"[H]ouse starts on Sunday and I`m sad as I can`t afford Sky,",sad,negative
7dfa05c70a,is thinking WOW I survived Freshman year...Mission Accomplished...Now Sophomore year,is thinking WOW,positive
fa39631289,If my phone dies I will die too!,If my phone dies I will die too!,negative
4da2c62c50,will miss jay leno ..,miss,negative
be905917b3, I think I`ve heard of that song. I`ll listen to it tomorrow.,I think I`ve heard of that song. I`ll listen to it tomorrow.,neutral
8c4d5e132f,"We`ll be moving from a strength to a hypertrophy phase for chest, back, shoulders and arms for the next few weeks. Legs will stay behind","We`ll be moving from a strength to a hypertrophy phase for chest, back, shoulders and arms for the next few weeks. Legs will stay behind",neutral
a7e3b2fc2b,happy mothers day to all..im gonna help mine right now.she deserves it..you guys should too..,happy mothers day,positive
fc2e634d1a,I`ve got to catch the bus to work,I`ve got to catch the bus to work,neutral
c710c2fc6e,have to put my dog down tomorrow.,have to put my dog down tomorrow.,neutral
f82b963634,Today was not an inspirational photography day  #photography -  http://twurl.nl/jnizbw,was not an,negative
346df9d4fa," YES!! I made the sign when i noticed it missing on Sunday! So far, no luck... It`s now Unlucky Japanese Cat...",Unlucky,negative
7007795ec9, I know!!  effing embarrassing! Eff our lives,g embarrassing,negative
4698453347,Bar exam madness:  topic for today is torts,Bar exam madness:  topic for today is torts,neutral
5b7728a76f,"Just got out the shower, Sitting on my towel  I Hate TwitterBerry I Can`t Reply To Tweets",I Hate,negative
7a3d84c98b, more seo voodoo  Google has your cache. NOARCHIVE only hides it from users.,more seo voodoo  Google has your cache. NOARCHIVE only hides it from users.,neutral
0a45238d11,"#BGT Quite an awkward moment, poor girl  I hope she doesn`t loose it again.","#BGT Quite an awkward moment, poor girl  I hope she doesn`t loose it again.",neutral
0d33871c93,"At work again, when the weather is beautifullll","At work again, when the weather is beautifullll",neutral
a5bedf65e8,good morninï¿½everybody  happy mothers-day to every mom,good,positive

